gmDate,seasTyp,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamAST/TO,teamSTL/TO,opptAbbr,opptConf,opptDiv,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO
2017-11-05,Regular,LAC,West,Pacific,Home,Loss,101,16,16,11,4,22,87,34,0.3908,56,25,0.4464,31,9,0.2903,30,24,0.8,18,32,50,57.4713,47.0588,0.504,0.4425,40,76.1905,13.7694,11.7057,4.2566,7.1429,1.1609,70.5,58.5062,107.48,110.6724,-3.1924,0.4,12.1029,1,68.75,MIA,East,Southeast,104,23,16,12,6,26,84,37,0.4405,48,23,0.4792,36,14,0.3889,19,16,0.8421,10,27,37,42.5287,62.1622,0.563,0.5238,27.027,72.973,14.7656,12.7699,6.3849,12.5,1.2381,76.125,63.7029,110.6724,107.48,3.1924,0.4111,17.5091,1.4375,75
2017-11-05,Regular,BOS,East,Atlantic,Away,Win,104,26,14,10,1,21,89,39,0.4382,56,28,0.5,33,11,0.3333,20,15,0.75,9,45,54,54.5455,66.6667,0.5317,0.5,20.4545,81.8182,12.5224,10.0012,1.0001,1.7857,1.1685,85,70.5394,104.0121,88.0102,16.0019,0.4149,18.8679,1.8571,71.4286,ORL,East,Southeast,88,18,13,4,4,19,91,33,0.3626,62,27,0.4355,29,6,0.2069,18,16,0.8889,10,35,45,45.4545,54.5455,0.4448,0.3956,22.2222,77.7778,11.6154,4.0005,4.0005,6.4516,0.967,52.75,43.9583,88.0102,104.0121,-16.0019,0.3511,13.8547,1.3846,30.7692
2017-11-05,Regular,ORL,East,Southeast,Home,Loss,88,18,13,4,4,19,91,33,0.3626,62,27,0.4355,29,6,0.2069,18,16,0.8889,10,35,45,45.4545,54.5455,0.4448,0.3956,18.1818,79.5455,11.6154,4.0005,4.0005,6.4516,0.967,52.75,43.9583,88.0102,104.0121,-16.0019,0.3511,13.8547,1.3846,30.7692,BOS,East,Atlantic,104,26,14,10,1,21,89,39,0.4382,56,28,0.5,33,11,0.3333,20,15,0.75,9,45,54,54.5455,66.6667,0.5317,0.5,16.6667,83.3333,12.5224,10.0012,1.0001,1.7857,1.1685,85,70.5394,104.0121,88.0102,16.0019,0.4149,18.8679,1.8571,71.4286
2017-11-05,Regular,WAS,East,Southeast,Away,Win,107,19,17,9,3,26,85,40,0.4706,62,29,0.4677,23,11,0.4783,23,16,0.6957,11,35,46,56.0976,47.5,0.5624,0.5353,28.9474,79.5455,15.1623,9.392,3.1307,4.8387,1.2588,72.875,60.9833,111.661,100.1818,11.4792,0.4396,14.4905,1.1176,52.9412,TOR,East,Atlantic,96,17,13,7,8,24,80,37,0.4625,56,32,0.5714,24,5,0.2083,27,17,0.6296,9,27,36,43.9024,45.9459,0.5224,0.4938,25,75,12.3951,7.3049,8.3485,14.2857,1.2,62.125,51.556,100.1818,111.661,-11.4792,0.4405,13.9481,1.3077,53.8462
2017-11-05,Regular,TOR,East,Atlantic,Home,Loss,96,17,13,7,8,24,80,37,0.4625,56,32,0.5714,24,5,0.2083,27,17,0.6296,9,27,36,43.9024,45.9459,0.5224,0.4938,20.4545,71.0526,12.3951,7.3049,8.3485,14.2857,1.2,62.125,51.556,100.1818,111.661,-11.4792,0.4405,13.9481,1.3077,53.8462,WAS,East,Southeast,107,19,17,9,3,26,85,40,0.4706,62,29,0.4677,23,11,0.4783,23,16,0.6957,11,35,46,56.0976,47.5,0.5624,0.5353,23.913,76.087,15.1623,9.392,3.1307,4.8387,1.2588,72.875,60.9833,111.661,100.1818,11.4792,0.4396,14.4905,1.1176,52.9412
2017-11-05,Regular,UTA,West,Northwest,Away,Loss,110,22,14,7,3,18,88,38,0.4318,54,25,0.463,34,13,0.3824,24,21,0.875,8,25,33,44,57.8947,0.558,0.5057,17.7778,83.3333,12.4378,6.7763,2.9041,5.5556,1.25,70.75,58.4711,106.4851,132.6224,-26.1373,0.4043,16.3496,1.5714,50,HOU,West,Southwest,137,26,21,9,7,24,81,48,0.5926,42,25,0.5952,39,23,0.5897,21,18,0.8571,5,37,42,56,54.1667,0.7591,0.7346,11.9048,88.0952,18.8781,8.7124,6.7763,16.6667,1.6914,110.125,91.39,132.6224,106.4851,26.1373,0.4948,18.9449,1.2381,42.8571
2017-11-05,Regular,HOU,West,Southwest,Home,Win,137,26,21,9,7,24,81,48,0.5926,42,25,0.5952,39,23,0.5897,21,18,0.8571,5,37,42,56,54.1667,0.7591,0.7346,16.6667,82.2222,18.8781,8.7124,6.7763,16.6667,1.6914,110.125,91.39,132.6224,106.4851,26.1373,0.4948,18.9449,1.2381,42.8571,UTA,West,Northwest,110,22,14,7,3,18,88,38,0.4318,54,25,0.463,34,13,0.3824,24,21,0.875,8,25,33,44,57.8947,0.558,0.5057,24.2424,75.7576,12.4378,6.7763,2.9041,5.5556,1.25,70.75,58.4711,106.4851,132.6224,-26.1373,0.4043,16.3496,1.5714,50
2017-11-05,Regular,PHO,West,Pacific,Away,Loss,95,23,18,5,4,16,81,37,0.4568,58,29,0.5,23,8,0.3478,22,13,0.5909,11,34,45,51.1364,62.1622,0.5238,0.5062,23.913,80.9524,16.5624,5.1874,4.1499,6.8966,1.1728,68.5,57.0833,98.5608,116.198,-17.6372,0.4205,17.4666,1.2778,27.7778,SA,West,Southwest,112,21,10,9,4,19,88,44,0.5,66,33,0.5,22,11,0.5,18,13,0.7222,8,35,43,48.8636,47.7273,0.5838,0.5625,18.6047,81.3953,9.4411,9.3373,4.1499,6.0606,1.2727,88,73.3333,116.198,98.5608,17.6372,0.4889,16.5459,2.1,90
2017-11-05,Regular,SA,West,Southwest,Home,Win,112,21,10,9,4,19,88,44,0.5,66,33,0.5,22,11,0.5,18,13,0.7222,8,35,43,48.8636,47.7273,0.5838,0.5625,19.0476,76.087,9.4411,9.3373,4.1499,6.0606,1.2727,88,73.3333,116.198,98.5608,17.6372,0.4889,16.5459,2.1,90,PHO,West,Pacific,95,23,18,5,4,16,81,37,0.4568,58,29,0.5,23,8,0.3478,22,13,0.5909,11,34,45,51.1364,62.1622,0.5238,0.5062,24.4444,75.5556,16.5624,5.1874,4.1499,6.8966,1.1728,68.5,57.0833,98.5608,116.198,-17.6372,0.4205,17.4666,1.2778,27.7778
2017-11-05,Regular,IND,East,Central,Away,Loss,101,24,12,6,2,17,79,37,0.4684,54,25,0.463,25,12,0.48,17,15,0.8824,4,30,34,42.5,64.8649,0.584,0.5443,10.5263,71.4286,12.1852,6.4097,2.1366,3.7037,1.2785,73.375,61.1458,107.8962,115.3741,-7.4779,0.4253,19.595,2,50,NY,East,Atlantic,108,24,12,8,7,21,88,44,0.5,65,38,0.5846,23,6,0.2609,19,14,0.7368,12,34,46,57.5,54.5455,0.5604,0.5341,26.087,73.913,11.0742,8.5462,7.478,10.7692,1.2273,88.875,73.7552,115.3741,107.8962,7.4779,0.5,18.1324,2,66.6667
2017-11-05,Regular,NY,East,Atlantic,Home,Win,108,24,12,8,7,21,88,44,0.5,65,38,0.5846,23,6,0.2609,19,14,0.7368,12,34,46,57.5,54.5455,0.5604,0.5341,28.5714,89.4737,11.0742,8.5462,7.478,10.7692,1.2273,88.875,73.7552,115.3741,107.8962,7.4779,0.5,18.1324,2,66.6667,IND,East,Central,101,24,12,6,2,17,79,37,0.4684,54,25,0.463,25,12,0.48,17,15,0.8824,4,30,34,42.5,64.8649,0.584,0.5443,11.7647,88.2353,12.1852,6.4097,2.1366,3.7037,1.2785,73.375,61.1458,107.8962,115.3741,-7.4779,0.4253,19.595,2,50
2017-11-05,Regular,CHA,East,Southeast,Away,Loss,94,24,11,8,3,24,87,37,0.4253,59,28,0.4746,28,9,0.3214,21,11,0.5238,8,30,38,41.3043,64.8649,0.4884,0.477,16,71.4286,10.2574,8.2016,3.0756,5.0847,1.0805,63.375,52.8125,96.3689,114.8226,-18.4537,0.4111,18.2871,2.1818,72.7273,MIN,West,Northwest,112,20,16,4,4,19,83,38,0.4578,59,28,0.4746,24,10,0.4167,30,26,0.8667,12,42,54,58.6957,52.6316,0.5821,0.5181,22.2222,77.7778,14.2602,4.1008,4.1008,6.7797,1.3494,84.5,70.1245,114.8226,96.3689,18.4537,0.4368,15.1286,1.25,25
2017-11-05,Regular,MIN,West,Northwest,Home,Win,112,20,16,4,4,19,83,38,0.4578,59,28,0.4746,24,10,0.4167,30,26,0.8667,12,42,54,58.6957,52.6316,0.5821,0.5181,28.5714,84,14.2602,4.1008,4.1008,6.7797,1.3494,84.5,70.1245,114.8226,96.3689,18.4537,0.4368,15.1286,1.25,25,CHA,East,Southeast,94,24,11,8,3,24,87,37,0.4253,59,28,0.4746,28,9,0.3214,21,11,0.5238,8,30,38,41.3043,64.8649,0.4884,0.477,21.0526,78.9474,10.2574,8.2016,3.0756,5.0847,1.0805,63.375,52.8125,96.3689,114.8226,-18.4537,0.4111,18.2871,2.1818,72.7273
2017-11-05,Regular,OKC,West,Northwest,Away,Loss,99,17,13,11,2,27,89,40,0.4494,56,29,0.5179,33,11,0.3333,15,8,0.5333,6,26,32,42.1053,42.5,0.5178,0.5112,13.9535,78.7879,11.9705,10.9732,1.9951,3.5714,1.1124,55.625,46.1618,98.7585,102.7488,-3.9903,0.4167,13.535,1.3077,84.6154,POR,West,Northwest,103,20,23,6,7,20,74,37,0.5,54,30,0.5556,20,7,0.35,28,22,0.7857,7,37,44,57.8947,54.0541,0.5966,0.5473,15.9091,84.0909,21.0392,5.9854,6.9829,12.963,1.3919,71.75,59.5436,102.7488,98.7585,3.9903,0.4111,15.4655,0.8696,26.087
2017-11-05,Regular,POR,West,Northwest,Home,Win,103,20,23,6,7,20,74,37,0.5,54,30,0.5556,20,7,0.35,28,22,0.7857,7,37,44,57.8947,54.0541,0.5966,0.5473,21.2121,86.0465,21.0392,5.9854,6.9829,12.963,1.3919,71.75,59.5436,102.7488,98.7585,3.9903,0.4111,15.4655,0.8696,26.087,OKC,West,Northwest,99,17,13,11,2,27,89,40,0.4494,56,29,0.5179,33,11,0.3333,15,8,0.5333,6,26,32,42.1053,42.5,0.5178,0.5112,18.75,81.25,11.9705,10.9732,1.9951,3.5714,1.1124,55.625,46.1618,98.7585,102.7488,-3.9903,0.4167,13.535,1.3077,84.6154
2017-11-05,Regular,MEM,West,Southwest,Away,Loss,102,23,12,6,7,22,87,40,0.4598,50,29,0.58,37,11,0.2973,14,11,0.7857,6,33,39,45.8824,57.5,0.5474,0.523,13.6364,80.4878,11.4112,5.954,6.9463,14,1.1724,75.25,62.7083,101.2174,106.179,-4.9616,0.4301,17.9463,1.9167,50,LAL,West,Pacific,107,25,19,5,4,16,85,40,0.4706,58,31,0.5345,27,9,0.3333,23,18,0.7826,8,38,46,54.1176,62.5,0.5624,0.5235,17.3913,82.6087,16.6491,4.9616,3.9693,6.8966,1.2588,78.125,65.3766,106.179,101.2174,4.9616,0.4167,17.9701,1.3158,26.3158
2017-11-05,Regular,LAL,West,Pacific,Home,Win,107,25,19,5,4,16,85,40,0.4706,58,31,0.5345,27,9,0.3333,23,18,0.7826,8,38,46,54.1176,62.5,0.5624,0.5235,19.5122,86.3636,16.6491,4.9616,3.9693,6.8966,1.2588,78.125,65.3766,106.179,101.2174,4.9616,0.4167,17.9701,1.3158,26.3158,MEM,West,Southwest,102,23,12,6,7,22,87,40,0.4598,50,29,0.58,37,11,0.2973,14,11,0.7857,6,33,39,45.8824,57.5,0.5474,0.523,15.3846,84.6154,11.4112,5.954,6.9463,14,1.1724,75.25,62.7083,101.2174,106.179,-4.9616,0.4301,17.9463,1.9167,50
2017-11-06,Regular,BOS,East,Atlantic,Away,Win,110,28,14,3,3,21,81,39,0.4815,45,25,0.5556,36,14,0.3889,22,18,0.8182,7,35,42,53.8462,71.7949,0.6065,0.5679,18.4211,87.5,13.3741,3.1103,3.1103,6.6667,1.358,83.75,69.5021,114.046,110.9357,3.1103,0.4432,21.1034,2,21.4286,ATL,East,Southeast,107,24,14,8,4,22,81,39,0.4815,55,26,0.4727,26,13,0.5,20,16,0.8,5,31,36,46.1538,61.5385,0.5958,0.5617,13.8889,86.1111,13.4875,8.2943,4.1471,7.2727,1.321,78,64.7303,110.9357,114.046,-3.1103,0.4333,18.7793,1.7143,57.1429
2017-11-06,Regular,ATL,East,Southeast,Home,Loss,107,24,14,8,4,22,81,39,0.4815,55,26,0.4727,26,13,0.5,20,16,0.8,5,31,36,46.1538,61.5385,0.5958,0.5617,12.5,81.5789,13.4875,8.2943,4.1471,7.2727,1.321,78,64.7303,110.9357,114.046,-3.1103,0.4333,18.7793,1.7143,57.1429,BOS,East,Atlantic,110,28,14,3,3,21,81,39,0.4815,45,25,0.5556,36,14,0.3889,22,18,0.8182,7,35,42,53.8462,71.7949,0.6065,0.5679,16.6667,83.3333,13.3741,3.1103,3.1103,6.6667,1.358,83.75,69.5021,114.046,110.9357,3.1103,0.4432,21.1034,2,21.4286
2017-11-06,Regular,BKN,East,Atlantic,Away,Win,98,20,16,10,4,30,87,35,0.4023,55,27,0.4909,32,8,0.25,29,20,0.6897,11,37,48,48,57.1429,0.4912,0.4483,22.449,72.549,13.8217,9.8687,3.9475,7.2727,1.1264,63.625,53.0208,96.7133,90.7921,5.9212,0.3804,14.7319,1.25,62.5,PHO,West,Pacific,92,13,17,8,7,29,86,30,0.3488,61,24,0.3934,25,6,0.24,35,26,0.7429,14,38,52,52,43.3333,0.4536,0.3837,26.9231,73.0769,14.3581,7.895,6.9081,11.4754,1.0698,53.375,44.4792,90.7921,96.7133,-5.9212,0.3371,9.8935,0.7647,47.0588
2017-11-06,Regular,PHO,West,Pacific,Home,Loss,92,13,17,8,7,29,86,30,0.3488,61,24,0.3934,25,6,0.24,35,26,0.7429,14,38,52,52,43.3333,0.4536,0.3837,27.451,77.551,14.3581,7.895,6.9081,11.4754,1.0698,53.375,44.4792,90.7921,96.7133,-5.9212,0.3371,9.8935,0.7647,47.0588,BKN,East,Atlantic,98,20,16,10,4,30,87,35,0.4023,55,27,0.4909,32,8,0.25,29,20,0.6897,11,37,48,48,57.1429,0.4912,0.4483,22.9167,77.0833,13.8217,9.8687,3.9475,7.2727,1.1264,63.625,53.0208,96.7133,90.7921,5.9212,0.3804,14.7319,1.25,62.5
2017-11-06,Regular,MIA,East,Southeast,Away,Loss,80,19,23,10,6,20,83,30,0.3614,57,22,0.386,26,8,0.3077,17,12,0.7059,7,37,44,46.3158,63.3333,0.4421,0.4096,15.5556,74,20.2679,9.9863,5.9918,10.5263,0.9639,48.125,40.4412,79.8902,96.8668,-16.9766,0.303,14.3418,0.8261,43.4783,GS,West,Pacific,97,20,15,12,10,21,87,32,0.3678,55,21,0.3818,32,11,0.3438,24,22,0.9167,13,38,51,53.6842,62.5,0.4971,0.431,25.4902,74.5098,13.3262,11.9835,9.9863,18.1818,1.1149,80.75,67.2917,96.8668,79.8902,16.9766,0.3596,15.0875,1.3333,80
2017-11-06,Regular,GS,West,Pacific,Home,Win,97,20,15,12,10,21,87,32,0.3678,55,21,0.3818,32,11,0.3438,24,22,0.9167,13,38,51,53.6842,62.5,0.4971,0.431,26,84.4444,13.3262,11.9835,9.9863,18.1818,1.1149,80.75,67.2917,96.8668,79.8902,16.9766,0.3596,15.0875,1.3333,80,MIA,East,Southeast,80,19,23,10,6,20,83,30,0.3614,57,22,0.386,26,8,0.3077,17,12,0.7059,7,37,44,46.3158,63.3333,0.4421,0.4096,15.9091,84.0909,20.2679,9.9863,5.9918,10.5263,0.9639,48.125,40.4412,79.8902,96.8668,-16.9766,0.303,14.3418,0.8261,43.4783
2017-11-07,Regular,MIL,East,Central,Away,Loss,119,29,17,6,8,31,83,47,0.5663,53,34,0.6415,30,13,0.4333,16,12,0.75,8,28,36,48,61.7021,0.6608,0.6446,22.8571,70,15.8819,6.1654,8.2206,15.0943,1.4337,90.25,75.523,122.2812,127.419,-5.1378,0.5109,21.3173,1.7059,35.2941,CLE,East,Central,124,18,13,7,4,16,82,41,0.5,64,32,0.5,18,9,0.5,38,33,0.8684,12,27,39,52,43.9024,0.628,0.5549,30.7692,69.2308,11.6362,7.193,4.1103,6.25,1.5122,88.5,73.75,127.419,122.2812,5.1378,0.494,13.876,1.3846,53.8462
2017-11-07,Regular,CLE,East,Central,Home,Win,124,18,13,7,4,16,82,41,0.5,64,32,0.5,18,9,0.5,38,33,0.8684,12,27,39,52,43.9024,0.628,0.5549,30,77.1429,11.6362,7.193,4.1103,6.25,1.5122,88.5,73.75,127.419,122.2812,5.1378,0.494,13.876,1.3846,53.8462,MIL,East,Central,119,29,17,6,8,31,83,47,0.5663,53,34,0.6415,30,13,0.4333,16,12,0.75,8,28,36,48,61.7021,0.6608,0.6446,22.2222,77.7778,15.8819,6.1654,8.2206,15.0943,1.4337,90.25,75.523,122.2812,127.419,-5.1378,0.5109,21.3173,1.7059,35.2941
2017-11-07,Regular,NO,West,Southwest,Away,Win,117,23,13,6,5,18,87,44,0.5057,52,30,0.5769,35,14,0.4,22,15,0.6818,11,32,43,51.1905,52.2727,0.6051,0.5862,26.8293,74.4186,11.8527,6.1778,5.1482,9.6154,1.3448,90.5,75.4167,120.467,115.3189,5.1481,0.4944,17.3349,1.7692,46.1538,IND,East,Central,112,19,11,4,4,21,93,44,0.4731,69,35,0.5072,24,9,0.375,18,15,0.8333,11,30,41,48.8095,43.1818,0.5549,0.5215,26.8293,73.1707,9.8284,4.1185,4.1185,5.7971,1.2043,74.5,62.0833,115.3189,120.467,-5.1481,0.4731,14.5127,1.7273,36.3636
2017-11-07,Regular,IND,East,Central,Home,Loss,112,19,11,4,4,21,93,44,0.4731,69,35,0.5072,24,9,0.375,18,15,0.8333,11,30,41,48.8095,43.1818,0.5549,0.5215,25.5814,73.1707,9.8284,4.1185,4.1185,5.7971,1.2043,74.5,62.0833,115.3189,120.467,-5.1481,0.4731,14.5127,1.7273,36.3636,NO,West,Southwest,117,23,13,6,5,18,87,44,0.5057,52,30,0.5769,35,14,0.4,22,15,0.6818,11,32,43,51.1905,52.2727,0.6051,0.5862,25.5814,74.4186,11.8527,6.1778,5.1482,9.6154,1.3448,90.5,75.4167,120.467,115.3189,5.1481,0.4944,17.3349,1.7692,46.1538
2017-11-07,Regular,DAL,West,Southwest,Away,Win,113,26,12,6,8,23,91,43,0.4725,61,32,0.5246,30,11,0.3667,20,16,0.8,11,42,53,57.6087,60.4651,0.5661,0.533,23.4043,93.3333,10.7335,6.0389,8.0518,13.1148,1.2418,96.25,80.2083,113.732,99.6413,14.0907,0.4674,18.8679,2.1667,50,WAS,East,Southeast,99,21,15,5,5,19,75,32,0.4267,50,22,0.44,25,10,0.4,32,25,0.7813,3,36,39,42.3913,65.625,0.5557,0.4933,7.6923,92.3077,14.412,5.0324,5.0324,10,1.32,67.25,56.2762,99.6413,113.732,-14.0907,0.3678,16.7893,1.4,33.3333
2017-11-07,Regular,WAS,East,Southeast,Home,Loss,99,21,15,5,5,19,75,32,0.4267,50,22,0.44,25,10,0.4,32,25,0.7813,3,36,39,42.3913,65.625,0.5557,0.4933,6.6667,76.5957,14.412,5.0324,5.0324,10,1.32,67.25,56.2762,99.6413,113.732,-14.0907,0.3678,16.7893,1.4,33.3333,DAL,West,Southwest,113,26,12,6,8,23,91,43,0.4725,61,32,0.5246,30,11,0.3667,20,16,0.8,11,42,53,57.6087,60.4651,0.5661,0.533,20.7547,79.2453,10.7335,6.0389,8.0518,13.1148,1.2418,96.25,80.2083,113.732,99.6413,14.0907,0.4674,18.8679,2.1667,50
2017-11-07,Regular,CHA,East,Southeast,Away,Loss,113,24,13,8,2,22,91,42,0.4615,54,27,0.5,37,15,0.4054,17,14,0.8235,17,23,40,53.3333,57.1429,0.5737,0.544,36.9565,79.3103,11.6613,8.6871,2.1718,3.7037,1.2418,82.625,68.8542,122.7058,128.1352,-5.4294,0.4828,17.7148,1.8462,61.5385,NY,East,Atlantic,118,29,16,5,5,19,75,45,0.6,50,33,0.66,25,12,0.48,21,16,0.7619,6,29,35,46.6667,64.4444,0.7004,0.68,17.1429,82.8571,15.9617,5.4295,5.4295,10,1.5733,95.125,78.9419,128.1352,122.7058,5.4294,0.5294,22.4389,1.8125,31.25
2017-11-07,Regular,NY,East,Atlantic,Home,Win,118,29,16,5,5,19,75,45,0.6,50,33,0.66,25,12,0.48,21,16,0.7619,6,29,35,46.6667,64.4444,0.7004,0.68,20.6897,63.0435,15.9617,5.4295,5.4295,10,1.5733,95.125,78.9419,128.1352,122.7058,5.4294,0.5294,22.4389,1.8125,31.25,CHA,East,Southeast,113,24,13,8,2,22,91,42,0.4615,54,27,0.5,37,15,0.4054,17,14,0.8235,17,23,40,53.3333,57.1429,0.5737,0.544,42.5,57.5,11.6613,8.6871,2.1718,3.7037,1.2418,82.625,68.8542,122.7058,128.1352,-5.4294,0.4828,17.7148,1.8462,61.5385
2017-11-07,Regular,CHI,East,Central,Away,Loss,114,26,15,11,2,23,80,40,0.5,51,29,0.5686,29,11,0.3793,28,23,0.8214,8,29,37,50,65,0.6174,0.5688,21.0526,80.5556,13.9769,11.2191,2.0398,3.9216,1.425,85.75,71.4583,116.2705,121.3701,-5.0996,0.4598,19.502,1.7333,73.3333,TOR,East,Atlantic,119,22,16,5,0,22,81,44,0.5432,56,31,0.5536,25,13,0.52,24,18,0.75,7,30,37,50,50,0.6498,0.6235,18.9189,81.0811,14.8754,5.0996,0,0,1.4691,78.75,65.8996,121.3701,116.2705,5.0996,0.4889,16.9805,1.375,31.25
2017-11-07,Regular,TOR,East,Atlantic,Home,Win,119,22,16,5,0,22,81,44,0.5432,56,31,0.5536,25,13,0.52,24,18,0.75,7,30,37,50,50,0.6498,0.6235,19.4444,78.9474,14.8754,5.0996,0,0,1.4691,78.75,65.8996,121.3701,116.2705,5.0996,0.4889,16.9805,1.375,31.25,CHI,East,Central,114,26,15,11,2,23,80,40,0.5,51,29,0.5686,29,11,0.3793,28,23,0.8214,8,29,37,50,65,0.6174,0.5688,21.6216,78.3784,13.9769,11.2191,2.0398,3.9216,1.425,85.75,71.4583,116.2705,121.3701,-5.0996,0.4598,19.502,1.7333,73.3333
2017-11-07,Regular,LAC,West,Pacific,Away,Loss,107,20,18,6,4,19,82,42,0.5122,52,31,0.5962,30,11,0.3667,17,12,0.7059,10,29,39,50,47.619,0.5979,0.5793,26.3158,72.5,16.7473,6.3607,4.2405,7.6923,1.3049,73.375,60.8921,113.4321,127.2135,-13.7814,0.4667,15.6887,1.1111,33.3333,SA,West,Southwest,120,33,13,13,3,21,84,45,0.5357,56,30,0.5357,28,15,0.5357,19,15,0.7895,11,28,39,50,73.3333,0.6496,0.625,28.2051,71.7949,12.3386,13.7815,3.1803,5.3571,1.4286,107.375,89.4792,127.2135,113.4321,13.7814,0.5233,23.8508,2.5385,100
2017-11-07,Regular,SA,West,Southwest,Home,Win,120,33,13,13,3,21,84,45,0.5357,56,30,0.5357,28,15,0.5357,19,15,0.7895,11,28,39,50,73.3333,0.6496,0.625,27.5,73.6842,12.3386,13.7815,3.1803,5.3571,1.4286,107.375,89.4792,127.2135,113.4321,13.7814,0.5233,23.8508,2.5385,100,LAC,West,Pacific,107,20,18,6,4,19,82,42,0.5122,52,31,0.5962,30,11,0.3667,17,12,0.7059,10,29,39,50,47.619,0.5979,0.5793,25.641,74.359,16.7473,6.3607,4.2405,7.6923,1.3049,73.375,60.8921,113.4321,127.2135,-13.7814,0.4667,15.6887,1.1111,33.3333
2017-11-07,Regular,BKN,East,Atlantic,Away,Loss,104,22,25,12,6,16,89,38,0.427,54,27,0.5,35,11,0.3143,22,17,0.7727,8,39,47,50,57.8947,0.527,0.4888,17.3913,81.25,20.2135,10.7392,5.3696,11.1111,1.1685,73.25,60.7884,93.0734,100.2329,-7.1595,0.3585,15.1016,0.88,48,DEN,West,Northwest,112,26,19,16,9,21,93,44,0.4731,59,35,0.5932,34,9,0.2647,20,15,0.75,9,38,47,50,59.0909,0.5501,0.5215,19.1489,80.8511,15.7285,14.319,8.0544,15.2542,1.2043,93.75,78.125,100.2329,93.0734,7.1595,0.4272,17.7112,1.3684,84.2105
2017-11-07,Regular,DEN,West,Northwest,Home,Win,112,26,19,16,9,21,93,44,0.4731,59,35,0.5932,34,9,0.2647,20,15,0.75,9,38,47,50,59.0909,0.5501,0.5215,18.75,82.6087,15.7285,14.319,8.0544,15.2542,1.2043,93.75,78.125,100.2329,93.0734,7.1595,0.4272,17.7112,1.3684,84.2105,BKN,East,Atlantic,104,22,25,12,6,16,89,38,0.427,54,27,0.5,35,11,0.3143,22,17,0.7727,8,39,47,50,57.8947,0.527,0.4888,17.0213,82.9787,20.2135,10.7392,5.3696,11.1111,1.1685,73.25,60.7884,93.0734,100.2329,-7.1595,0.3585,15.1016,0.88,48
2017-11-07,Regular,PHI,East,Atlantic,Away,Win,104,23,22,5,6,34,81,34,0.4198,54,22,0.4074,27,12,0.4444,30,24,0.8,8,48,56,55.4455,67.6471,0.552,0.4938,20.5128,77.4194,18.9329,4.6945,5.6334,11.1111,1.284,71,59.1667,97.6458,91.0735,6.5723,0.3579,16.523,1.0455,22.7273,UTA,West,Northwest,97,15,12,14,6,23,99,30,0.303,60,21,0.35,39,9,0.2308,35,28,0.8,14,31,45,44.5545,50,0.424,0.3485,31.1111,68.8889,9.4937,13.1446,5.6334,10,0.9798,58.375,48.6458,91.0735,97.6458,-6.5723,0.3093,10.6082,1.25,116.6667
2017-11-07,Regular,UTA,West,Northwest,Home,Loss,97,15,12,14,6,23,99,30,0.303,60,21,0.35,39,9,0.2308,35,28,0.8,14,31,45,44.5545,50,0.424,0.3485,22.5806,79.4872,9.4937,13.1446,5.6334,10,0.9798,58.375,48.6458,91.0735,97.6458,-6.5723,0.3093,10.6082,1.25,116.6667,PHI,East,Atlantic,104,23,22,5,6,34,81,34,0.4198,54,22,0.4074,27,12,0.4444,30,24,0.8,8,48,56,55.4455,67.6471,0.552,0.4938,14.2857,85.7143,18.9329,4.6945,5.6334,11.1111,1.284,71,59.1667,97.6458,91.0735,6.5723,0.3579,16.523,1.0455,22.7273
2017-11-07,Regular,MEM,West,Southwest,Away,Win,98,18,15,8,10,21,73,35,0.4795,54,28,0.5185,19,7,0.3684,25,21,0.84,5,29,34,44.7368,51.4286,0.5833,0.5274,13.5135,74.359,15.1515,8.6411,10.8014,18.5185,1.3425,71.125,59.2708,105.8537,104.7736,1.0801,0.4217,15.3846,1.2,53.3333,POR,West,Northwest,97,11,16,9,1,18,81,36,0.4444,62,30,0.4839,19,6,0.3158,20,19,0.95,10,32,42,55.2632,30.5556,0.5401,0.4815,23.8095,76.1905,15.1229,9.7213,1.0801,1.6129,1.1975,58.75,49.1632,104.7736,105.8537,-1.0801,0.4138,9.4178,0.6875,56.25
